date/time,j1,j2,j3,j4,j5,j6
2021-04-11 22:27:21.971248,-2.1739090124713343, -1.7475727240191858, -1.330843750630514, -1.633974854146139, 1.570794939994812, 0.9675872921943665
2021-04-11 22:27:21.979842,-2.171201531087057, -1.7443411985980433, -1.334686581288473, -1.6333630720721644, 1.570794939994812, 0.970294713973999
2021-04-11 22:27:21.995554,-2.1684353987323206, -1.741063419972555, -1.3385728041278284, -1.6327546278582972, 1.570794939994812, 0.9730610847473145
2021-04-11 22:27:22.004251,-2.1656091848956507, -1.7377403418170374, -1.342501465474264, -1.6321490446673792, 1.570794939994812, 0.9758870601654053
2021-04-11 22:27:22.012893,-2.1627233664142054, -1.7343719641314905, -1.3464716116534632, -1.631547753010885, 1.570794939994812, 0.9787731766700745
2021-04-11 22:27:22.021458,-2.1627233664142054, -1.7343719641314905, -1.3464716116534632, -1.631547753010885, 1.570794939994812, 0.9787731766700745
2021-04-11 22:27:22.030060,-2.159776035939352, -1.7309587637530726, -1.3504818121539515, -1.6309507528888147, 1.570794939994812, 0.9817203283309937
2021-04-11 22:27:22.038847,-2.15676719347109, -1.7275012175189417, -1.3545311133014124, -1.6303585211383265, 1.570794939994812, 0.9847290515899658
2021-04-11 22:27:22.047422,-2.153696362172262, -1.7240002791034144, -1.3586190382586878, -1.6297720114337366, 1.570794939994812, 0.987800121307373
2021-04-11 22:27:22.056018,-2.150562111531393, -1.7204559485064905, -1.3627432028399866, -1.6291917006122034, 1.570794939994812, 0.9909342527389526
2021-04-11 22:27:22.064860,-2.150562111531393, -1.7204559485064905, -1.3627432028399866, -1.6291917006122034, 1.570794939994812, 0.9909342527389526
2021-04-11 22:27:22.073475,-2.1441014448748987, -1.7132404486285608, -1.3710983435260218, -1.628052059804098, 1.570794939994812, 0.9973948001861572
2021-04-11 22:27:22.082087,-2.1441014448748987, -1.7132404486285608, -1.3710983435260218, -1.628052059804098, 1.570794939994812, 0.9973948001861572
2021-04-11 22:27:22.090703,-2.140773598347799, -1.7095702330218714, -1.375326935444967, -1.627493683491842, 1.570794939994812, 1.0007227659225464
2021-04-11 22:27:22.099516,-2.1373794714557093, -1.7058590094195765, -1.3795879522906702, -1.626944367085592, 1.570794939994812, 1.0041168928146362
2021-04-11 22:27:22.108125,-2.133918587361471, -1.7021072546588343, -1.3838799635516565, -1.6264036337481897, 1.570794939994812, 1.0075780153274536
2021-04-11 22:27:22.116765,-2.1303895155536097, -1.6983159224139612, -1.3882024923907679, -1.6258724371539515, 1.570794939994812, 1.0111068487167358
2021-04-11 22:27:22.125296,-2.126791779194967, -1.6944854895221155, -1.3925536314593714, -1.6253517309771937, 1.570794939994812, 1.0147044658660889
2021-04-11 22:27:22.133767,-2.123124901448385, -1.6906164328204554, -1.3969324270831507, -1.6248419920550745, 1.570794939994812, 1.01837158203125
2021-04-11 22:27:22.142381,-2.119387451802389, -1.6867097059832972, -1.4013379255877894, -1.6243436972247522, 1.5707950592041016, 1.022109031677246
2021-04-11 22:27:22.150882,-2.1155784765826624, -1.682765309010641, -1.4057686964618128, -1.6238568464862269, 1.5707950592041016, 1.025917887687683
2021-04-11 22:27:22.159373,-2.111697498952047, -1.678784195576803, -1.4102237860309046, -1.623382870350973, 1.5707950592041016, 1.0297988653182983
2021-04-11 22:27:22.167858,-2.107743565236227, -1.6747673193561, -1.4147017637835901, -1.6229217688189905, 1.5707950592041016, 1.0337529182434082
2021-04-11 22:27:22.176335,-2.107743565236227, -1.6747673193561, -1.4147017637835901, -1.6229217688189905, 1.5707950592041016, 1.0337529182434082
2021-04-11 22:27:22.184812,-2.103715244923727, -1.6707151571856897, -1.419201676045553, -1.622474495564596, 1.5707950592041016, 1.0377811193466187
2021-04-11 22:27:22.193407,-2.099612061177389, -1.6666281859027308, -1.4237216154681605, -1.6220410505877894, 1.5707950592041016, 1.041884422302246
2021-04-11 22:27:22.201992,-2.0954325834857386, -1.6625073591815394, -1.4282611052142542, -1.621622387562887, 1.5707950592041016, 1.0460636615753174
2021-04-11 22:27:22.210515,-2.0911763350116175, -1.658353630696432, -1.4328182379352015, -1.6212189833270472, 1.5707950592041016, 1.0503199100494385
2021-04-11 22:27:22.219160,-2.0868423620807093, -1.6541670004474085, -1.437392536793844, -1.620831314717428, 1.5707950592041016, 1.0546542406082153
2021-04-11 22:27:22.227703,-2.082428757344381, -1.6499488989459437, -1.4419820944415491, -1.6204598585711878, 1.5707950592041016, 1.0590676069259644
2021-04-11 22:27:22.236327,-2.077935520802633, -1.6456998030291956, -1.4465859572040003, -1.6201055685626429, 1.5707950592041016, 1.063560962677002
2021-04-11 22:27:22.244917,-2.0733607451068323, -1.6414201895343226, -1.4512031714068812, -1.619767967854635, 1.5707950592041016, 1.0681356191635132
2021-04-11 22:27:22.253468,-2.0687039534198206, -1.6371114889727991, -1.4558313528644007, -1.6194480101214808, 1.5707950592041016, 1.072792410850525
2021-04-11 22:27:22.262062,-2.0687039534198206, -1.6371114889727991, -1.4558313528644007, -1.6194480101214808, 1.5707950592041016, 1.072792410850525
2021-04-11 22:27:22.270656,-2.0639637152301233, -1.6327741781817835, -1.4604705015765589, -1.6191466490374964, 1.5707951784133911, 1.0775325298309326
2021-04-11 22:27:22.279255,-2.059139076863424, -1.628409210835592, -1.4651182333575647, -1.6188634077655237, 1.5707951784133911, 1.0823570489883423
2021-04-11 22:27:22.287852,-2.0542290846454065, -1.6240175406085413, -1.46977407137026, -1.6185997168170374, 1.5707951784133911, 1.0872671604156494
2021-04-11 22:27:22.296455,-2.049232308064596, -1.6195996443377894, -1.474436108266012, -1.6183555761920374, 1.5707951784133911, 1.09226393699646
2021-04-11 22:27:22.305045,-2.049232308064596, -1.6195996443377894, -1.474436108266012, -1.6183555761920374, 1.5707951784133911, 1.09226393699646
2021-04-11 22:27:22.313626,-2.044147793446676, -1.6151569525348108, -1.4791033903705042, -1.6181309858905237, 1.5707951784133911, 1.0973485708236694
2021-04-11 22:27:22.322179,-2.038974110280172, -1.610689942036764, -1.483774487172262, -1.6179268995868128, 1.5707951784133911, 1.1025222539901733
2021-04-11 22:27:22.330675,-2.033710304890768, -1.6061995665179651, -1.4884479681598108, -1.6177437941180628, 1.5707951784133911, 1.1077860593795776
2021-04-11 22:27:22.339312,-2.028355423604147, -1.601687256489889, -1.493122402821676, -1.6175811926471155, 1.5707951784133911, 1.1131411790847778
2021-04-11 22:27:22.347812,-2.022907559071676, -1.5971539656268519, -1.4977968374835413, -1.6174405256854456, 1.5707951784133911, 1.118588924407959
2021-04-11 22:27:22.356446,-2.0173657576190394, -1.592600170766012, -1.5024693647967737, -1.617321793233053, 1.5707951784133911, 1.1241304874420166
2021-04-11 22:27:22.364889,-2.0117295424090784, -1.588027302418844, -1.507139031087057, -1.6172249952899378, 1.5707952976226807, 1.1297669410705566
2021-04-11 22:27:22.373490,-2.0117295424090784, -1.588027302418844, -1.507139031087057, -1.6172249952899378, 1.5707952976226807, 1.1297669410705566
2021-04-11 22:27:22.381946,-2.0059965292560022, -1.5834367910968226, -1.511803929005758, -1.617150608693258, 1.5707952976226807, 1.1354997158050537
2021-04-11 22:27:22.390479,-2.0001662413226526, -1.5788291136371058, -1.5164631048785608, -1.6170991102801722, 1.5707952976226807, 1.1413301229476929
2021-04-11 22:27:22.399073,-1.994237248097555, -1.5742057005511683, -1.5211151281939905, -1.61707050005068, 1.5707952976226807, 1.1472591161727905
2021-04-11 22:27:22.407647,-1.9882381598102015, -1.5695908705340784, -1.5257356802569788, -1.6170647780047815, 1.5707952976226807, 1.1532580852508545
2021-04-11 22:27:22.416203,-1.9821990172015589, -1.5650079886065882, -1.5303009192096155, -1.6170819441424769, 1.5707952976226807, 1.1592973470687866
2021-04-11 22:27:22.424791,-1.9821990172015589, -1.5650079886065882, -1.5303009192096155, -1.6170819441424769, 1.5707952976226807, 1.1592973470687866
2021-04-11 22:27:22.433355,-1.976119343434469, -1.5604575316058558, -1.534811798726217, -1.617121998463766, 1.5707952976226807, 1.165376901626587
2021-04-11 22:27:22.441948,-1.9699996153460901, -1.5559394995318812, -1.5392678419696253, -1.6171835104571741, 1.5707952976226807, 1.171496868133545
2021-04-11 22:27:22.450545,-1.963839356099264, -1.5514548460589808, -1.5436695257769983, -1.6172669569598597, 1.5707952976226807, 1.177657127380371
2021-04-11 22:27:22.459135,-1.963839356099264, -1.5514548460589808, -1.5436695257769983, -1.6172669569598597, 1.5707952976226807, 1.177657127380371
2021-04-11 22:27:22.467731,-1.9576385656939905, -1.5470026175128382, -1.5480178038226526, -1.617370907460348, 1.5707954168319702, 1.1838579177856445
2021-04-11 22:27:22.476396,-1.9513972441302698, -1.542584244404928, -1.5523112455951136, -1.6174958387957972, 1.5707954168319702, 1.1900990009307861
2021-04-11 22:27:22.484965,-1.94511586824526, -1.538199249898092, -1.556551758443014, -1.6176403204547327, 1.5707954168319702, 1.1963804960250854
2021-04-11 22:27:22.493561,-1.938793961201803, -1.5338485876666468, -1.5607383886920374, -1.6178043524371546, 1.5707954168319702, 1.2027024030685425
2021-04-11 22:27:22.502151,-1.9324315229998987, -1.529532257710592, -1.564871613179342, -1.6179874579059046, 1.5707954168319702, 1.2090647220611572
2021-04-11 22:27:22.510746,-1.9324315229998987, -1.529532257710592, -1.564871613179342, -1.6179874579059046, 1.5707954168319702, 1.2090647220611572
2021-04-11 22:27:22.519391,-1.9260290304767054, -1.5252507368670862, -1.5689519087420862, -1.6181891600238245, 1.5707954168319702, 1.2154672145843506
2021-04-11 22:27:22.528002,-1.919586483632223, -1.5210040251361292, -1.5729787985431116, -1.618408505116598, 1.5707954168319702, 1.221909999847412
2021-04-11 22:27:22.536668,-1.919586483632223, -1.5210040251361292, -1.5729787985431116, -1.618408505116598, 1.5707954168319702, 1.221909999847412
2021-04-11 22:27:22.545260,-1.9131034056292933, -1.5167930761920374, -1.5769532362567347, -1.618645493184225, 1.5707954168319702, 1.2283930778503418
2021-04-11 22:27:22.553852,-1.9065802733050745, -1.5126174131976526, -1.5808747450457972, -1.618899170552389, 1.5707955360412598, 1.234916090965271
2021-04-11 22:27:22.562454,-1.9000170866595667, -1.5084779898272913, -1.5847438017474573, -1.6191695372210901, 1.5707955360412598, 1.2414792776107788
2021-04-11 22:27:22.570996,-1.893414322529928, -1.5043748060809534, -1.5885604063617151, -1.6194561163531702, 1.5707955360412598, 1.2480822801589966
2021-04-11 22:27:22.579591,-1.893414322529928, -1.5043748060809534, -1.5885604063617151, -1.6194561163531702, 1.5707955360412598, 1.2480822801589966
2021-04-11 22:27:22.588162,-1.8867715040790003, -1.5003088156329554, -1.5923250357257288, -1.6197579542743128, 1.5707955360412598, 1.2547250986099243
2021-04-11 22:27:22.596738,-1.8800886313067835, -1.4962800184832972, -1.5960372130023401, -1.6200745741473597, 1.5707955360412598, 1.261407494544983
2021-04-11 22:27:22.605364,-1.873366657887594, -1.4922884146319788, -1.5996974150287073, -1.6204054991351526, 1.5707955360412598, 1.2681294679641724
2021-04-11 22:27:22.613921,-1.866605583821432, -1.4883349577533167, -1.6033061186419886, -1.6207502524005335, 1.5707955360412598, 1.2748907804489136
2021-04-11 22:27:22.622471,-1.866605583821432, -1.4883349577533167, -1.6033061186419886, -1.6207502524005335, 1.5707955360412598, 1.2748907804489136
2021-04-11 22:27:22.631067,-1.859804932271139, -1.484420124684469, -1.6068633238421839, -1.621108357106344, 1.5707956552505493, 1.2816911935806274
2021-04-11 22:27:22.639641,-1.8529656569110315, -1.4805439154254358, -1.610368553792135, -1.621479336415426, 1.5707956552505493, 1.2885305881500244
2021-04-11 22:27:22.648314,-1.8460877577411097, -1.4767068068133753, -1.6138222853290003, -1.6218622366534632, 1.5707956552505493, 1.2954087257385254
2021-04-11 22:27:22.656898,-1.8391712347613733, -1.4729092756854456, -1.6172249952899378, -1.6222570578204554, 1.5707956552505493, 1.3023253679275513
2021-04-11 22:27:22.665509,-1.8322160879718226, -1.469151798878805, -1.6205766836749476, -1.6226633230792444, 1.5707956552505493, 1.309280276298523
2021-04-11 22:27:22.674120,-1.8252232710467737, -1.4654343763934534, -1.6238768736468714, -1.623080078755514, 1.5707956552505493, 1.3162732124328613
2021-04-11 22:27:22.682685,-1.8181923071490687, -1.4617584387408655, -1.6271265188800257, -1.6235068480121058, 1.5707956552505493, 1.3233039379119873
2021-04-11 22:27:22.691254,-1.8181923071490687, -1.4617584387408655, -1.6271265188800257, -1.6235068480121058, 1.5707956552505493, 1.3233039379119873
2021-04-11 22:27:22.699845,-1.811124626790182, -1.458123509083883, -1.6303251425372522, -1.6239431540118616, 1.5707957744598389, 1.3303719758987427
2021-04-11 22:27:22.708649,-1.8040192762957972, -1.4545300642596644, -1.6334732214557093, -1.6243885199176233, 1.5707957744598389, 1.337477207183838
2021-04-11 22:27:22.717223,-1.7968772093402308, -1.4509790579425257, -1.6365702787982386, -1.6248419920550745, 1.5707957744598389, 1.3446191549301147
2021-04-11 22:27:22.725671,-1.789698902760641, -1.447470490132467, -1.6396172682391565, -1.6253040472613733, 1.5707957744598389, 1.3517976999282837
2021-04-11 22:27:22.734157,-1.7824843565570276, -1.4440048376666468, -1.642613712941305, -1.625772778187887, 1.5707957744598389, 1.359012246131897
2021-04-11 22:27:22.742625,-1.7752340475665491, -1.440582577382223, -1.645560089741842, -1.6262486616717737, 1.5707957744598389, 1.366262435913086
2021-04-11 22:27:22.751130,-1.7679484526263636, -1.437204662953512, -1.6484559218036097, -1.626730744038717, 1.5707957744598389, 1.373547911643982
2021-04-11 22:27:22.759609,-1.7679484526263636, -1.437204662953512, -1.6484559218036097, -1.626730744038717, 1.5707957744598389, 1.373547911643982
2021-04-11 22:27:22.768198,-1.7606280485736292, -1.433871094380514, -1.651301685963766, -1.6272185484515589, 1.5707958936691284, 1.3808683156967163
2021-04-11 22:27:22.776685,-1.7532733122455042, -1.4305818716632288, -1.654097859059469, -1.627711598073141, 1.5707958936691284, 1.3882230520248413
2021-04-11 22:27:22.785184,-1.7458847204791468, -1.4273384253131312, -1.6568434874164026, -1.628209416066305, 1.5707958936691284, 1.3956118822097778
2021-04-11 22:27:22.793713,-1.738462273274557, -1.4241402784930628, -1.6595400015460413, -1.6287110487567347, 1.5707958936691284, 1.4030340909957886
2021-04-11 22:27:22.802233,-1.731006924306051, -1.4209888617144983, -1.6621864477740687, -1.62921649614443, 1.5707958936691284, 1.4104893207550049
2021-04-11 22:27:22.810744,-1.7235191504107874, -1.4178836981402796, -1.6647833029376429, -1.6297243277179163, 1.5707958936691284, 1.417976975440979
2021-04-11 22:27:22.819241,-1.7159999052630823, -1.414825741444723, -1.667330567036764, -1.6302350203143519, 1.570796012878418, 1.4254965782165527
2021-04-11 22:27:22.827821,-1.7159999052630823, -1.414825741444723, -1.667330567036764, -1.6302350203143519, 1.570796012878418, 1.4254965782165527
2021-04-11 22:27:22.836390,-1.7084487120257776, -1.4118154684649866, -1.6698287169085901, -1.6307476202594202, 1.570796012878418, 1.4330475330352783
2021-04-11 22:27:22.844940,-1.700867001210348, -1.4088528792010706, -1.6722772757159632, -1.631261173878805, 1.570796012878418, 1.4406293630599976
2021-04-11 22:27:22.853501,-1.6932552496539515, -1.4059394041644495, -1.6746767202960413, -1.6317756811725062, 1.570796012878418, 1.4482412338256836
2021-04-11 22:27:22.862090,-1.6856134573565882, -1.4030745665179651, -1.6770265738116663, -1.6322906653033655, 1.570796012878418, 1.4558827877044678
2021-04-11 22:27:22.870692,-1.6779430548297327, -1.4002588430987757, -1.6793277899371546, -1.6328051725970667, 1.570796012878418, 1.4635533094406128
2021-04-11 22:27:22.879334,-1.6702445189105433, -1.3974931875811976, -1.6815794149981897, -1.6333187262164515, 1.5707961320877075, 1.4712520837783813
2021-04-11 22:27:22.887950,-1.6702445189105433, -1.3974931875811976, -1.6815794149981897, -1.6333187262164515, 1.5707961320877075, 1.4712520837783813
2021-04-11 22:27:22.896530,-1.6625178495990198, -1.394778076802389, -1.6837828795062464, -1.6338308493243616, 1.5707961320877075, 1.4789783954620361
2021-04-11 22:27:22.905363,-1.6547649542437952, -1.39211351076235, -1.68593675294985, -1.634341065083639, 1.5707961320877075, 1.4867316484451294
2021-04-11 22:27:22.913984,-1.6469853560077112, -1.3894999662982386, -1.688042465840475, -1.6348493734942835, 1.5707961320877075, 1.4945111274719238
2021-04-11 22:27:22.922779,-1.6391804854022425, -1.3869383970843714, -1.690099064503805, -1.6353543440448206, 1.5707961320877075, 1.5023159980773926
2021-04-11 22:27:22.931667,-1.6313508192645472, -1.3844288031207483, -1.6921070257769983, -1.635855499898092, 1.5707961320877075, 1.510145664215088
2021-04-11 22:27:22.940266,-1.6234973112689417, -1.3819716612445276, -1.694066349660055, -1.6363533178912562, 1.570796251296997, 1.517999291419983
2021-04-11 22:27:22.948751,-1.6156204382525843, -1.3795679251300257, -1.695977512990133, -1.6368463675128382, 1.570796251296997, 1.5258760452270508
2021-04-11 22:27:22.957261,-1.6077211538897913, -1.3772171179400843, -1.6978400389300745, -1.63733417192568, 1.570796251296997, 1.5337750911712646
2021-04-11 22:27:22.965749,-1.5998004118548792, -1.374920670186178, -1.6996539274798792, -1.6378172079669397, 1.570796251296997, 1.5416958332061768
2021-04-11 22:27:22.974187,-1.5918591658221644, -1.3726781050311487, -1.7014201323138636, -1.6382935682879847, 1.570796251296997, 1.5496370792388916
2021-04-11 22:27:22.982663,-1.5918591658221644, -1.3726781050311487, -1.7014201323138636, -1.6382935682879847, 1.570796251296997, 1.5496370792388916
2021-04-11 22:27:22.991135,-1.5838983694659632, -1.3704898993121546, -1.7031376997577112, -1.638763729725973, 1.570796251296997, 1.5575982332229614
2021-04-11 22:27:22.999625,-1.5759180227862757, -1.3683574835406702, -1.7048071066485804, -1.6392272154437464, 1.5707963705062866, 1.5655783414840698
2021-04-11 22:27:23.008168,-1.5759180227862757, -1.3683574835406702, -1.7048071066485804, -1.6392272154437464, 1.5707963705062866, 1.5655783414840698
2021-04-11 22:27:23.016810,-1.5679200331317347, -1.3662799040423792, -1.706428352986471, -1.6396830717669886, 1.5707963705062866, 1.5735764503479004
2021-04-11 22:27:23.025266,-1.5599044005023401, -1.3642585913287562, -1.7080019156085413, -1.6401308218585413, 1.5707963705062866, 1.5815917253494263
2021-04-11 22:27:23.033739,-1.551873032246725, -1.362293545399801, -1.709527317677633, -1.6405709425555628, 1.5707963705062866, 1.5896233320236206
2021-04-11 22:27:23.042242,-1.551873032246725, -1.362293545399801, -1.709527317677633, -1.6405709425555628, 1.5707963705062866, 1.5896233320236206
2021-04-11 22:27:23.050776,-1.5438264052020472, -1.360384766255514, -1.7110045591937464, -1.6410020033465784, 1.5707963705062866, 1.597670078277588
2021-04-11 22:27:23.059348,-1.5357649962054651, -1.3585336844073694, -1.7124341169940394, -1.64142352739443, 1.5707963705062866, 1.6057312488555908
2021-04-11 22:27:23.067840,-1.5276907126056116, -1.356739346181051, -1.713815991078512, -1.6418359915362757, 1.5707964897155762, 1.6138057708740234
2021-04-11 22:27:23.076378,-1.5196035544024866, -1.3550031820880335, -1.7151501814471644, -1.642237965260641, 1.5707964897155762, 1.6218926906585693
2021-04-11 22:27:23.084941,-1.511505428944723, -1.3533251921283167, -1.7164366880999964, -1.6426299254046839, 1.5707964897155762, 1.629991054534912
2021-04-11 22:27:23.093510,-1.5033968130694788, -1.3517053763019007, -1.71767503419985, -1.6430109182940882, 1.5707964897155762, 1.6380997896194458
2021-04-11 22:27:23.102097,-1.4952786604510706, -1.3501442114459437, -1.7188661734210413, -1.6433809439288538, 1.5707964897155762, 1.646217942237854
2021-04-11 22:27:23.110635,-1.4871519247638147, -1.348642651234762, -1.7200101057635706, -1.6437390486346644, 1.5707964897155762, 1.6543443202972412
2021-04-11 22:27:23.119146,-1.4790180365191858, -1.3472002188311976, -1.7211058775531214, -1.644085709248678, 1.5707966089248657, 1.6624780893325806
2021-04-11 22:27:23.127741,-1.4790180365191858, -1.3472002188311976, -1.7211058775531214, -1.644085709248678, 1.5707966089248657, 1.6624780893325806
2021-04-11 22:27:23.136330,-1.4708779493915003, -1.3458173910724085, -1.72215444246401, -1.6444194952594202, 1.5707966089248657, 1.6706181764602661
2021-04-11 22:27:23.144864,-1.4627330938922327, -1.344494644795553, -1.7231558004962366, -1.6447413603412073, 1.5707966089248657, 1.678763508796692
2021-04-11 22:27:23.153401,-1.454583470021383, -1.3432319800006312, -1.7241094748126429, -1.6450498739825647, 1.5707966089248657, 1.686913013458252
2021-04-11 22:27:23.161901,-1.4464309851275843, -1.3420303503619593, -1.725015942250387, -1.6453450361834925, 1.5707966089248657, 1.6950654983520508
2021-04-11 22:27:23.170403,-1.4382761160479944, -1.3408892790423792, -1.725875202809469, -1.6456268469439905, 1.5707966089248657, 1.7032201290130615
2021-04-11 22:27:23.179010,-1.4301207701312464, -1.3398092428790491, -1.726687256489889, -1.6458948294269007, 1.5707967281341553, 1.7113757133483887
2021-04-11 22:27:23.187546,-1.4219654242144983, -1.3387907187091272, -1.7274521032916468, -1.646148983632223, 1.5707967281341553, 1.7195310592651367
